id,first_name,last_name,email,gender,city,country,age,YOE,college_bool,uni_name,uni_tier,company_name,industry,sector,company_bio,location,valuation,profitable,growth_rate,funding_round,investor_no
517,Lacy,MacCurlye,lmaccurlyeec@usatoday.com,Female,San Carlos,Colombia,45,19,false,"Universidad Tecnológica del Choco ""Diego Luis Cordoba""",3,Parisian Inc,n/a,n/a,Praesent blandit. Nam nulla.,3316 Glacier Hill Hill,13871601,true,16,4,6
518,Adair,Hearst,ahearsted@usa.gov,Male,Danirai,Indonesia,58,4,false,Universitas Pakuan,1,Ziemann Inc,Electric Utilities: Central,Public Utilities,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,092 Southridge Hill,35556610,true,22,2,3
519,Tony,Asher,tasheree@cdbaby.com,Female,Brak,Libya,52,16,false,Zawiya University,2,Schuster-Ziemann,Major Pharmaceuticals,Health Care,Phasellus in felis. Donec semper sapien a libero. Nam dui.,571 Bowman Plaza,37448571,true,11,4,7
520,Husain,O'Cannan,hocannanef@sun.com,Male,Birayang,Indonesia,41,20,false,Swiss German University,1,"Wolf, Johnston and Bednar",Auto Parts:O.E.M.,Capital Goods,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",9201 Esker Way,26327200,true,41,3,6
521,Cammi,Burchmore,cburchmoreeg@gmpg.org,Female,L’vovskiy,Russia,63,3,false,Northern State Medical University,2,Friesen-Gleichner,Broadcasting,Consumer Services,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",204 Crowley Place,5562255,false,95,1,10
522,Agustin,Rickardes,arickardeseh@usatoday.com,Agender,Barrunchal,Portugal,38,18,false,Universidade Moderna de Lisboa,1,Dooley-Shields,Investment Managers,Finance,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",653 Fieldstone Point,3530464,true,77,3,10
523,Rebe,Burborough,rburboroughei@dyndns.org,Female,Wolonio,Indonesia,32,7,false,Universitas Ibn Khaldun Bogor,1,"Yundt, Gorczany and Rath",Other Consumer Services,Consumer Services,Fusce consequat. Nulla nisl. Nunc nisl.,2110 Dawn Park,28659319,false,53,3,3
524,Lizabeth,Cockerham,lcockerhamej@yandex.ru,Female,Muliang,China,39,10,false,Anhui University of Traditional Chinese Medicine,2,Ondricka Inc,n/a,n/a,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",60 Waubesa Hill,11495197,true,84,3,2
525,Fredek,Petyanin,fpetyaninek@diigo.com,Male,Comillas Norte,Philippines,51,4,true,University of Nueva Caceres,2,Witting-Trantow,n/a,n/a,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,520 Sunnyside Crossing,18878780,false,100,3,2
526,Brandice,Adamowitz,badamowitzel@jimdo.com,Female,Palauig,Philippines,61,14,false,University of Southern Philippines Foundation,2,White-Schneider,Water Supply,Public Utilities,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",866 Coolidge Terrace,42403059,true,16,4,6
527,Bernadina,Flowith,bflowithem@amazonaws.com,Female,Masebewa,Indonesia,70,7,true,Universitas Tadulako,3,Howell-Bednar,Industrial Machinery/Components,Energy,Suspendisse potenti. In eleifend quam a odio.,537 Buena Vista Trail,16787432,false,47,1,1
528,Hedy,Harverson,hharversonen@ihg.com,Female,Zmiennica,Poland,74,17,true,Pawel Wlodkowic University College in Plock,2,Fay and Sons,Specialty Insurers,Finance,In hac habitasse platea dictumst.,172 Meadow Ridge Lane,49292525,false,13,2,0
529,Malvin,Leyshon,mleyshoneo@microsoft.com,Male,Itaquyry,Paraguay,51,7,true,Universidad Nacional de Asunción,1,"Mills, Waelchi and Bernhard",Major Pharmaceuticals,Health Care,Duis ac nibh.,82 John Wall Place,12255103,true,23,2,7
530,Dick,Roskams,droskamsep@businesswire.com,Male,As Sūq al Jadīd,Yemen,22,15,true,Saba University,3,Hilll and Sons,EDP Services,Technology,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",8 Tennyson Junction,31807930,false,66,4,3
531,Essie,Malshinger,emalshingereq@nsw.gov.au,Non-binary,Pau,France,39,18,true,Institut National des Télécommunications,3,Gibson and Sons,Biotechnology: Laboratory Analytical Instruments,Capital Goods,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,87 Emmet Road,12610085,false,63,2,10
532,Christabel,Wilcot,cwilcoter@artisteer.com,Female,Neos Voutzás,Greece,20,11,false,Technological Education Institute of Lamia,2,Leannon Group,n/a,n/a,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",32 Eagle Crest Plaza,27489144,false,36,1,4
533,Coralie,Wedmore,cwedmorees@bloglovin.com,Agender,Shangping,China,63,6,false,Shanghai University of Traditional Chinese Medicine and Pharmacology,3,Runolfsson Inc,Diversified Commercial Services,Technology,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",618 Moose Court,9876903,false,57,2,2
534,Corabelle,Keyzman,ckeyzmanet@pen.io,Female,Trnava,Czech Republic,59,8,true,"Academy of Performing Arts, Film and TV Fakulty",1,Bruen-Walsh,n/a,n/a,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",9 Northport Lane,41164817,false,93,1,3
535,Sharline,Fleischmann,sfleischmanneu@unc.edu,Female,Kambia,Sierra Leone,21,0,true,LICCSAL Business College,2,"Turcotte, Wilkinson and Schowalter",Commercial Banks,Finance,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",82185 Butternut Way,5731591,false,21,4,4
536,Britt,Gillbanks,bgillbanksev@microsoft.com,Male,Aasiaat,Greenland,33,6,true,University of Greenland,1,Raynor-Schumm,Hospital/Nursing Management,Health Care,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",7 Spaight Crossing,29049579,true,18,1,1
537,Elisabetta,Allabarton,eallabartonew@hhs.gov,Female,Maués,Brazil,62,20,false,Universidade Federal do Maranhão,3,Hane-Pollich,Medical Specialities,Capital Goods,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",04259 Lerdahl Lane,47449575,false,10,1,0
538,Eryn,Baxstar,ebaxstarex@chicagotribune.com,Female,Ambat,Indonesia,38,9,true,Universitas Pekalongan,1,"Wilkinson, Romaguera and Orn",Semiconductors,Technology,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4368 Fremont Avenue,31492451,true,1,3,3
539,Esme,Champkin,echampkiney@topsy.com,Male,Shetan,China,54,1,true,Shanghai Sanda University,2,"Cronin, Predovic and MacGyver",n/a,n/a,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",874 Becker Point,37941346,false,67,3,10
540,Tonnie,Enevold,tenevoldez@indiatimes.com,Polygender,San Luis,Philippines,57,4,true,University of Regina Carmeli,3,"Block, Nitzsche and Robel",Biotechnology: Biological Products (No Diagnostic Substances),Health Care,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",50 Oriole Alley,8096079,true,25,3,7
541,Pauline,Ladson,pladsonf0@squidoo.com,Female,Taiyanghe,China,50,0,false,Wuxi University of Light Industry,1,O'Reilly-Fahey,n/a,n/a,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",018 Lerdahl Trail,12814375,false,83,3,4
542,Martina,Jeffryes,mjeffryesf1@guardian.co.uk,Female,Gongxi,China,27,19,true,Hehai University,3,"Stracke, Yundt and Wintheiser",n/a,n/a,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",96 Dennis Place,9212219,false,94,1,5
543,Hilton,Segebrecht,hsegebrechtf2@china.com.cn,Male,Cruz Alta,Brazil,30,5,false,Universidade de Passo Fundo,3,Kassulke Inc,Savings Institutions,Finance,Donec semper sapien a libero.,47 Carberry Circle,33763146,false,12,1,3
544,Marilyn,Seals,msealsf3@4shared.com,Female,Kadukandel,Indonesia,28,17,true,Universitas Nasional Jakarta,2,Marvin Inc,Medical/Dental Instruments,Health Care,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",44731 John Wall Place,40658328,true,96,3,4
545,Terrye,Corrison,tcorrisonf4@odnoklassniki.ru,Female,Itaúna,Brazil,35,0,true,Universidade Camilo Castelo Branco,3,Rutherford Group,Radio And Television Broadcasting And Communications Equipment,Technology,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",32606 Sutherland Drive,17417787,false,38,1,10
546,Olag,Boggis,oboggisf5@comcast.net,Genderfluid,Wuku,China,30,10,true,Huazhong University of Science and Technology,3,"Schoen, Block and Jenkins",Investment Bankers/Brokers/Service,Finance,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.,183 Sunfield Point,17225332,true,55,1,8
547,Laetitia,Scullion,lscullionf6@shareasale.com,Female,Kaduheuleut,Indonesia,49,18,true,Politeknik Negeri Padang,2,"Barrows, Toy and DuBuque",Major Pharmaceuticals,Health Care,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",89 Cody Avenue,13217618,true,76,2,10
548,Tatiana,Nannizzi,tnannizzif7@who.int,Female,Rosetta,Egypt,65,11,false,Sinai University,3,Wiegand Group,Savings Institutions,Finance,"Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",85085 Kinsman Terrace,45199257,true,6,3,5
549,Christabella,Astman,castmanf8@simplemachines.org,Female,Sumberjati,Indonesia,36,14,true,Universitas Wisnuwardhana,1,"Shanahan, Jacobs and Reichel",n/a,n/a,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",8 Pearson Terrace,43605655,true,28,3,2
550,Sybila,Spawell,sspawellf9@tinypic.com,Female,Razan,Iran,62,8,false,Power and Water Institute of Technology,2,Reichel LLC,Property-Casualty Insurers,Finance,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",049 Coolidge Avenue,34187969,true,35,3,9
551,Freddy,Smy,fsmyfa@redcross.org,Female,Carletonville,South Africa,68,7,true,University of Pretoria,1,Kerluke and Sons,Miscellaneous,Basic Industries,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",54 Johnson Place,14073088,true,86,4,5
552,Hildy,Donlon,hdonlonfb@sun.com,Female,Pejë,Kosovo,20,20,false,Universitas Sarjanawiyata Tamansiswa,1,"Towne, Labadie and Casper",Business Services,Finance,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",9468 Scott Park,30650733,true,10,3,0
553,Augustine,Lathe,alathefc@google.com,Male,Shypyntsi,Ukraine,72,16,false,National Medical University O.O. Bogomolets,1,"Weissnat, Hettinger and Kihn",EDP Services,Technology,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",7 Hudson Center,23935864,false,96,4,7
554,Griselda,Seawell,gseawellfd@uiuc.edu,Female,Xiniu,China,51,3,true,Sichuan Agricultural University,3,Doyle-Dibbert,Real Estate Investment Trusts,Consumer Services,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",5 Huxley Point,32306948,true,20,3,5
555,Denise,Mitchenson,dmitchensonfe@abc.net.au,Female,Vichuga,Russia,58,7,true,Baikal National University of Economics and Law,2,Green LLC,Major Pharmaceuticals,Health Care,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",72 Comanche Lane,28706492,false,45,4,8
556,Justen,Whiskin,jwhiskinff@seesaa.net,Male,Debrecen,Hungary,72,15,false,University of Szeged,2,"Ernser, Schultz and Batz",Medical/Nursing Services,Health Care,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,43239 Northfield Avenue,48280072,false,26,1,0
